3
F3 E3 F3 BAR ||| F3 ||| 0.0952363945967
E4 D#4 E4 ||| <UNK> ||| 2.499700036e-06
A2 BAR B2 C#3 ||| D3 ||| 0.999530225492
A2 BAR B2 C#3 ||| <UNK> ||| 9.99520230289e-06
B-2 A2 G2 BAR ||| G#2 ||| 0.999530225492
B-2 A2 G2 BAR ||| <UNK> ||| 9.99520230289e-06
E4 G4 BAR C4 ||| <UNK> ||| 1.99980801843e-06
E4 G4 BAR C4 ||| C4 ||| 0.79992520718
E4 G4 BAR C4 ||| B3 ||| 0.199982801651
C3 BAR G2 G3 ||| F3 ||| 0.999530225492
C3 BAR G2 G3 ||| <UNK> ||| 9.99520230289e-06
BAR C#4 D4 A3 ||| A3 ||| 0.285696123694
BAR C#4 D4 A3 ||| A4 ||| 0.142848776084
BAR C#4 D4 A3 ||| B3 ||| 0.285696123694
BAR C#4 D4 A3 ||| C4 ||| 0.142848776084
BAR C#4 D4 A3 ||| E3 ||| 0.142848776084
BAR C#4 D4 A3 ||| <UNK> ||| 1.4284734761e-06
F#3 E3 D3 ||| C3 ||| 0.999765056386
F#3 E3 D3 ||| <UNK> ||| 4.99880028793e-06
BAR G3 R G#3 BAR ||| A3 ||| 0.999932861747
BAR G3 R G#3 BAR ||| <UNK> ||| 1.4284734761e-06
G3 B3 C4 ||| D4 ||| 0.499885027593
G3 B3 C4 ||| A3 ||| 0.499885027593
G3 B3 C4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 C4 BAR R ||| E4 ||| 0.499885027593
BAR C4 C4 BAR R ||| F4 ||| 0.499885027593
BAR C4 C4 BAR R ||| <UNK> ||| 4.99880028793e-06
A3 BAR D3 G3 ||| F3 ||| 0.999765056386
A3 BAR D3 G3 ||| <UNK> ||| 4.99880028793e-06
F3 D3 BAR D#3 ||| E3 ||| 0.999530225492
F3 D3 BAR D#3 ||| <UNK> ||| 9.99520230289e-06
F4 C4 A3 BAR ||| D4 ||| 0.499885027593
F4 C4 A3 BAR ||| <UNK> ||| 4.99880028793e-06
F4 C4 A3 BAR ||| B3 ||| 0.499885027593
C4 BAR G3 G4 ||| F4 ||| 0.999765056386
C4 BAR G3 G4 ||| <UNK> ||| 4.99880028793e-06
E3 F#3 G#3 ||| A3 ||| 0.888842595062
E3 F#3 G#3 ||| E3 ||| 0.111106296553
E3 F#3 G#3 ||| <UNK> ||| 1.11105185501e-06
C4 C3 C5 BAR ||| G#4 ||| 0.999765056386
C4 C3 C5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR G3 A3 A#3 ||| <UNK> ||| 9.99520230289e-06
BAR G3 A3 A#3 ||| B3 ||| 0.999530225492
BAR A2 E3 BAR F3 ||| G3 ||| 0.999765056386
BAR A2 E3 BAR F3 ||| <UNK> ||| 4.99880028793e-06
BAR G3 C3 C4 ||| <UNK> ||| 4.99880028793e-06
BAR G3 C3 C4 ||| B3 ||| 0.999765056386
G2 BAR E3 F#3 ||| G#3 ||| 0.999530225492
G2 BAR E3 F#3 ||| <UNK> ||| 9.99520230289e-06
C3 F3 F3 BAR ||| E3 ||| 0.999765056386
C3 F3 F3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR G3 G3 BAR C4 BAR ||| R ||| 0.999530225492
BAR G3 G3 BAR C4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 A3 B3 ||| C#4 ||| 0.999530225492
F4 A3 B3 ||| <UNK> ||| 9.99520230289e-06
BAR F3 G3 C4 ||| END ||| 0.124996875094
BAR F3 G3 C4 ||| C#4 ||| 0.124996875094
BAR F3 G3 C4 ||| G#3 ||| 0.249993125206
BAR F3 G3 C4 ||| B3 ||| 0.437487500375
BAR F3 G3 C4 ||| C4 ||| 0.0624987500375
BAR F3 G3 C4 ||| <UNK> ||| 6.24981250562e-07
BAR F4 F3 BAR G3 ||| F3 ||| 0.999530225492
BAR F4 F3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
BAR F3 E3 F#3 ||| G3 ||| 0.999843358396
BAR F3 E3 F#3 ||| <UNK> ||| 3.33280008532e-06
G3 BAR C3 F3 BAR ||| B-3 ||| 0.999530225492
G3 BAR C3 F3 BAR ||| <UNK> ||| 9.99520230289e-06
F3 BAR E3 D3 ||| C3 ||| 0.666661500041
F3 BAR E3 D3 ||| C#3 ||| 0.0666663000029
F3 BAR E3 D3 ||| E3 ||| 0.266664700016
F3 BAR E3 D3 ||| <UNK> ||| 1.66665333344e-07
B2 BAR A2 E3 ||| A3 ||| 0.999530225492
B2 BAR A2 E3 ||| <UNK> ||| 9.99520230289e-06
B2 A2 G2 ||| F2 ||| 0.499961669733
B2 A2 G2 ||| A2 ||| 0.499961669733
B2 A2 G2 ||| <UNK> ||| 1.666533344e-06
A3 BAR D3 C3 ||| G3 ||| 0.666563349864
A3 BAR D3 C3 ||| B2 ||| 0.333283341332
A3 BAR D3 C3 ||| <UNK> ||| 3.33280008532e-06
C5 BAR A4 E4 ||| F4 ||| 0.999530225492
C5 BAR A4 E4 ||| <UNK> ||| 9.99520230289e-06
F3 BAR G3 F#3 BAR ||| G3 ||| 0.999530225492
F3 BAR G3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 A3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 A3 G3 BAR ||| C4 ||| 0.999765056386
F4 D4 BAR G3 ||| A3 ||| 0.999530225492
F4 D4 BAR G3 ||| <UNK> ||| 9.99520230289e-06
G2 C2 C3 BAR ||| F#2 ||| 0.499885027593
G2 C2 C3 BAR ||| B2 ||| 0.499885027593
G2 C2 C3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 G4 BAR A4 ||| G4 ||| 0.999765056386
D4 G4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
B3 C4 F4 ||| E4 ||| 0.999882514098
B3 C4 F4 ||| <UNK> ||| 2.499700036e-06
C4 E4 BAR A4 ||| E4 ||| 0.999765056386
C4 E4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
A3 BAR E3 BAR F3 ||| D3 ||| 0.999530225492
A3 BAR E3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
F4 E4 BAR D#4 ||| E4 ||| 0.999530225492
F4 E4 BAR D#4 ||| <UNK> ||| 9.99520230289e-06
BAR G3 R E3 BAR ||| A3 ||| 0.599944405337
BAR G3 R E3 BAR ||| F3 ||| 0.399963603494
BAR G3 R E3 BAR ||| <UNK> ||| 1.99980801843e-06
A2 B2 G2 ||| C3 ||| 0.999765056386
A2 B2 G2 ||| <UNK> ||| 4.99880028793e-06
A3 C4 E4 ||| D4 ||| 0.999765056386
A3 C4 E4 ||| <UNK> ||| 4.99880028793e-06
F4 E-4 D4 ||| <UNK> ||| 9.99520230289e-06
F4 E-4 D4 ||| C4 ||| 0.999530225492
G3 BAR A3 D3 BAR ||| D3 ||| 0.999530225492
G3 BAR A3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 BAR F3 G3 ||| A3 ||| 0.499885027593
BAR E3 BAR F3 G3 ||| A2 ||| 0.499885027593
BAR E3 BAR F3 G3 ||| <UNK> ||| 4.99880028793e-06
BAR E3 C3 A3 ||| G3 ||| 0.999530225492
BAR E3 C3 A3 ||| <UNK> ||| 9.99520230289e-06
C4 B3 R BAR ||| <UNK> ||| 9.99520230289e-06
C4 B3 R BAR ||| C4 ||| 0.999530225492
F3 E3 D#3 ||| E3 ||| 0.999906009023
F3 E3 D#3 ||| <UNK> ||| 1.99980801843e-06
BAR E4 BAR A3 ||| E4 ||| 0.999530225492
BAR E4 BAR A3 ||| <UNK> ||| 9.99520230289e-06
BAR F3 F#3 BAR G3 ||| G#3 ||| 0.999530225492
BAR F3 F#3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
G3 BAR C3 G3 ||| F3 ||| 0.111106296553
G3 BAR C3 G3 ||| A3 ||| 0.555527038558
G3 BAR C3 G3 ||| G#3 ||| 0.111106296553
G3 BAR C3 G3 ||| F#3 ||| 0.111106296553
G3 BAR C3 G3 ||| D3 ||| 0.111106296553
G3 BAR C3 G3 ||| <UNK> ||| 1.11105185501e-06
F4 G4 BAR C4 ||| <UNK> ||| 7.69202367913e-07
F4 G4 BAR C4 ||| F4 ||| 0.153841242785
F4 G4 BAR C4 ||| E4 ||| 0.0769210059936
F4 G4 BAR C4 ||| A3 ||| 0.0769210059936
F4 G4 BAR C4 ||| G#4 ||| 0.0769210059936
F4 G4 BAR C4 ||| B3 ||| 0.0769210059936
F4 G4 BAR C4 ||| END ||| 0.0769210059936
F4 G4 BAR C4 ||| C4 ||| 0.153841242785
F4 G4 BAR C4 ||| C5 ||| 0.230761479576
F4 G4 BAR C4 ||| G3 ||| 0.0769210059936
F3 BAR E3 A3 ||| D4 ||| 0.2499725033
F3 BAR E3 A3 ||| G3 ||| 0.749912510499
F3 BAR E3 A3 ||| <UNK> ||| 2.499700036e-06
D3 G3 D3 BAR ||| G3 ||| 0.999530225492
D3 G3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
F4 E4 F4 BAR ||| G4 ||| 0.999765056386
F4 E4 F4 BAR ||| <UNK> ||| 4.99880028793e-06
G#4 BAR A4 G4 ||| F4 ||| 0.999906009023
G#4 BAR A4 G4 ||| <UNK> ||| 1.99980801843e-06
BAR C4 B3 B3 ||| A3 ||| 0.999530225492
BAR C4 B3 B3 ||| <UNK> ||| 9.99520230289e-06
D3 BAR C3 G#2 ||| A2 ||| 0.999530225492
D3 BAR C3 G#2 ||| <UNK> ||| 9.99520230289e-06
A3 BAR G3 C4 BAR ||| F3 ||| 0.999765056386
A3 BAR G3 C4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR R BAR R A4 ||| D4 ||| 0.999530225492
BAR R BAR R A4 ||| <UNK> ||| 9.99520230289e-06
F4 E4 E4 ||| D4 ||| 0.79992520718
F4 E4 E4 ||| <UNK> ||| 1.99980801843e-06
F4 E4 E4 ||| C4 ||| 0.199982801651
D3 A3 A2 BAR ||| B2 ||| 0.999530225492
D3 A3 A2 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 G4 BAR C#4 ||| D4 ||| 0.499885027593
F#4 G4 BAR C#4 ||| <UNK> ||| 4.99880028793e-06
F#4 G4 BAR C#4 ||| B3 ||| 0.499885027593
BAR B3 BAR E3 ||| E4 ||| 0.999530225492
BAR B3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR E3 BAR C4 ||| G#3 ||| 0.999530225492
A3 BAR E3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 F3 E3 BAR ||| A3 ||| 0.499885027593
BAR A3 F3 E3 BAR ||| D3 ||| 0.499885027593
BAR A3 F3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
B-3 BAR A3 B3 ||| A3 ||| 0.2499725033
B-3 BAR A3 B3 ||| <UNK> ||| 2.499700036e-06
B-3 BAR A3 B3 ||| C4 ||| 0.749912510499
C4 A3 BAR D3 ||| E3 ||| 0.999882514098
C4 A3 BAR D3 ||| <UNK> ||| 2.499700036e-06
BAR C3 G#3 BAR A3 ||| A3 ||| 0.499885027593
BAR C3 G#3 BAR A3 ||| G3 ||| 0.499885027593
BAR C3 G#3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
G3 C4 BAR G3 ||| C3 ||| 0.166655000933
G3 C4 BAR G3 ||| A3 ||| 0.333308335333
G3 C4 BAR G3 ||| F3 ||| 0.333308335333
G3 C4 BAR G3 ||| G3 ||| 0.166655000933
G3 C4 BAR G3 ||| <UNK> ||| 1.666533344e-06
E3 A3 A3 ||| G3 ||| 0.571390818915
E3 A3 A3 ||| <UNK> ||| 1.4284734761e-06
E3 A3 A3 ||| END ||| 0.142848776084
E3 A3 A3 ||| B3 ||| 0.285696123694
C4 BAR A3 F#3 ||| D3 ||| 0.999530225492
C4 BAR A3 F#3 ||| <UNK> ||| 9.99520230289e-06
E3 A3 F3 ||| G3 ||| 0.999530225492
E3 A3 F3 ||| <UNK> ||| 9.99520230289e-06
E3 E3 BAR A3 ||| D4 ||| 0.0769210059936
E3 E3 BAR A3 ||| <UNK> ||| 7.69202367913e-07
E3 E3 BAR A3 ||| G3 ||| 0.615362663532
E3 E3 BAR A3 ||| G#3 ||| 0.0769210059936
E3 E3 BAR A3 ||| B3 ||| 0.230761479576
BAR R A3 ||| <UNK> ||| 3.33280008532e-06
BAR R A3 ||| C4 ||| 0.333283341332
BAR R A3 ||| G3 ||| 0.333283341332
BAR R A3 ||| B3 ||| 0.333283341332
B2 C3 D3 ||| G2 ||| 0.0526311772904
B2 C3 D3 ||| A2 ||| 0.0263157202225
B2 C3 D3 ||| B2 ||| 0.0263157202225
B2 C3 D3 ||| C3 ||| 0.0263157202225
B2 C3 D3 ||| E3 ||| 0.868410346396
B2 C3 D3 ||| <UNK> ||| 2.63154570679e-07
A2 D3 C3 ||| B2 ||| 0.999530225492
A2 D3 C3 ||| <UNK> ||| 9.99520230289e-06
F#3 E3 B3 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 E3 B3 BAR ||| C4 ||| 0.999530225492
C3 BAR C4 B3 ||| C#4 ||| 0.0263157202225
C3 BAR C4 B3 ||| B-3 ||| 0.0263157202225
C3 BAR C4 B3 ||| A3 ||| 0.736833061056
C3 BAR C4 B3 ||| E4 ||| 0.0263157202225
C3 BAR C4 B3 ||| C4 ||| 0.18420846263
C3 BAR C4 B3 ||| <UNK> ||| 2.63154570679e-07
BAR F3 G3 F3 ||| E3 ||| 0.999906009023
BAR F3 G3 F3 ||| <UNK> ||| 1.99980801843e-06
D#4 BAR C#4 D4 ||| G3 ||| 0.999530225492
D#4 BAR C#4 D4 ||| <UNK> ||| 9.99520230289e-06
E2 BAR A2 F#3 BAR ||| G3 ||| 0.999530225492
E2 BAR A2 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 C#3 D3 ||| D#3 ||| 0.999530225492
C3 C#3 D3 ||| <UNK> ||| 9.99520230289e-06
F#3 G#3 BAR A3 ||| F3 ||| 0.0571423591905
F#3 G#3 BAR A3 ||| G3 ||| 0.0571423591905
F#3 G#3 BAR A3 ||| A2 ||| 0.0285713224504
F#3 G#3 BAR A3 ||| B3 ||| 0.342852726591
F#3 G#3 BAR A3 ||| C3 ||| 0.0571423591905
F#3 G#3 BAR A3 ||| D4 ||| 0.0285713224504
F#3 G#3 BAR A3 ||| <UNK> ||| 2.85710367401e-07
F#3 G#3 BAR A3 ||| D3 ||| 0.114284432671
F#3 G#3 BAR A3 ||| E3 ||| 0.285710653111
F#3 G#3 BAR A3 ||| C4 ||| 0.0285713224504
BAR D3 A2 D2 BAR ||| E3 ||| 0.999530225492
BAR D3 A2 D2 BAR ||| <UNK> ||| 9.99520230289e-06
C#4 C4 BAR B3 ||| A3 ||| 0.999530225492
C#4 C4 BAR B3 ||| <UNK> ||| 9.99520230289e-06
B3 A3 E4 ||| D4 ||| 0.599972201334
B3 A3 E4 ||| END ||| 0.199991400413
B3 A3 E4 ||| E3 ||| 0.199991400413
B3 A3 E4 ||| <UNK> ||| 9.99952002304e-07
D4 C4 E3 BAR ||| D3 ||| 0.999530225492
D4 C4 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR R G2 D3 ||| A2 ||| 0.999530225492
BAR R G2 D3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR D#3 E3 ||| F#3 ||| 0.142848776084
A3 BAR D#3 E3 ||| E-3 ||| 0.142848776084
A3 BAR D#3 E3 ||| A3 ||| 0.142848776084
A3 BAR D#3 E3 ||| A2 ||| 0.285696123694
A3 BAR D#3 E3 ||| B2 ||| 0.142848776084
A3 BAR D#3 E3 ||| B3 ||| 0.142848776084
A3 BAR D#3 E3 ||| <UNK> ||| 1.4284734761e-06
E3 D3 C#3 ||| A2 ||| 0.249986250825
E3 D3 C#3 ||| D3 ||| 0.749956252625
E3 D3 C#3 ||| <UNK> ||| 1.2499250045e-06
C3 G3 BAR D3 ||| E3 ||| 0.999530225492
C3 G3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR D#3 E3 ||| A3 ||| 0.499971251725
E3 BAR D#3 E3 ||| A2 ||| 0.249986250825
E3 BAR D#3 E3 ||| F#3 ||| 0.249986250825
E3 BAR D#3 E3 ||| <UNK> ||| 1.2499250045e-06
D3 C3 F3 BAR ||| G3 ||| 0.999906009023
D3 C3 F3 BAR ||| <UNK> ||| 1.99980801843e-06
BAR G#3 F#3 G#3 ||| E3 ||| 0.999906009023
BAR G#3 F#3 G#3 ||| <UNK> ||| 1.99980801843e-06
E3 B2 BAR C3 ||| F3 ||| 0.499885027593
E3 B2 BAR C3 ||| C#3 ||| 0.499885027593
E3 B2 BAR C3 ||| <UNK> ||| 4.99880028793e-06
A3 B3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 B3 E4 BAR ||| C4 ||| 0.999530225492
E4 BAR A3 E4 BAR ||| A4 ||| 0.999765056386
E4 BAR A3 E4 BAR ||| <UNK> ||| 4.99880028793e-06
E3 BAR A3 F#3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR A3 F#3 ||| B3 ||| 0.999530225492
BAR A4 A4 A4 BAR ||| D4 ||| 0.999882514098
BAR A4 A4 A4 BAR ||| <UNK> ||| 2.499700036e-06
D3 F3 A3 ||| G3 ||| 0.999530225492
D3 F3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR F3 D3 E3 ||| A3 ||| 0.333308335333
BAR F3 D3 E3 ||| F3 ||| 0.166655000933
BAR F3 D3 E3 ||| A2 ||| 0.499961669733
BAR F3 D3 E3 ||| <UNK> ||| 1.666533344e-06
BAR C4 C3 BAR D3 ||| E3 ||| 0.999530225492
BAR C4 C3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
BAR G3 A3 B3 BAR ||| A3 ||| 0.124993750375
BAR G3 A3 B3 BAR ||| <UNK> ||| 1.2499250045e-06
BAR G3 A3 B3 BAR ||| E3 ||| 0.124993750375
BAR G3 A3 B3 BAR ||| C4 ||| 0.749956252625
G3 BAR C4 C4 ||| B3 ||| 0.399963603494
G3 BAR C4 C4 ||| E4 ||| 0.199982801651
G3 BAR C4 C4 ||| R ||| 0.199982801651
G3 BAR C4 C4 ||| <UNK> ||| 1.99980801843e-06
G3 BAR C4 C4 ||| C4 ||| 0.199982801651
C3 F3 BAR G3 ||| G2 ||| 0.0769210059936
C3 F3 BAR G3 ||| A3 ||| 0.46152218995
C3 F3 BAR G3 ||| G#3 ||| 0.230761479576
C3 F3 BAR G3 ||| R ||| 0.0769210059936
C3 F3 BAR G3 ||| C3 ||| 0.153841242785
C3 F3 BAR G3 ||| <UNK> ||| 7.69202367913e-07
A3 B3 G#3 BAR ||| A3 ||| 0.999843358396
A3 B3 G#3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 G2 BAR C3 ||| END ||| 0.473672770372
G3 G2 BAR C3 ||| G#3 ||| 0.0526307756436
G3 G2 BAR C3 ||| R ||| 0.210521523667
G3 G2 BAR C3 ||| G3 ||| 0.157891274326
G3 G2 BAR C3 ||| <UNK> ||| 5.26302493411e-07
G3 G2 BAR C3 ||| D3 ||| 0.0526307756436
G3 G2 BAR C3 ||| C4 ||| 0.0526307756436
F4 G4 G3 ||| A3 ||| 0.142848776084
F4 G4 G3 ||| <UNK> ||| 1.4284734761e-06
F4 G4 G3 ||| C4 ||| 0.857085514136
C4 G3 G4 ||| F4 ||| 0.999882514098
C4 G3 G4 ||| <UNK> ||| 2.499700036e-06
F4 BAR E4 A3 ||| <UNK> ||| 3.33280008532e-06
F4 BAR E4 A3 ||| B3 ||| 0.999843358396
A3 G3 F#3 ||| F3 ||| 0.0416664583354
A3 G3 F#3 ||| G3 ||| 0.29166395836
A3 G3 F#3 ||| G#3 ||| 0.124998958344
A3 G3 F#3 ||| B3 ||| 0.0624995833375
A3 G3 F#3 ||| D4 ||| 0.0416664583354
A3 G3 F#3 ||| D3 ||| 0.0624995833375
A3 G3 F#3 ||| E3 ||| 0.374996458369
A3 G3 F#3 ||| <UNK> ||| 2.08331250021e-07
A4 G4 BAR F4 ||| <UNK> ||| 3.70363786125e-07
A4 G4 BAR F4 ||| E4 ||| 0.481473292327
A4 G4 BAR F4 ||| D4 ||| 0.111109506201
A4 G4 BAR F4 ||| G4 ||| 0.259255020651
A4 G4 BAR F4 ||| B-3 ||| 0.148145884814
G3 BAR B-3 C4 ||| F3 ||| 0.999530225492
G3 BAR B-3 C4 ||| <UNK> ||| 9.99520230289e-06
E4 B3 BAR E4 ||| D4 ||| 0.999765056386
E4 B3 BAR E4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 C5 B4 BAR ||| A4 ||| 0.999530225492
BAR C4 C5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 D4 G3 ||| <UNK> ||| 1.99980801843e-06
BAR A3 D4 G3 ||| C4 ||| 0.599944405337
BAR A3 D4 G3 ||| E3 ||| 0.199982801651
BAR A3 D4 G3 ||| B3 ||| 0.199982801651
BAR C4 C4 G3 BAR ||| G4 ||| 0.999765056386
BAR C4 C4 G3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR B3 BAR C4 B3 ||| <UNK> ||| 9.99520230289e-06
BAR B3 BAR C4 B3 ||| C4 ||| 0.999530225492
BAR G4 G4 F#4 ||| G4 ||| 0.999765056386
BAR G4 G4 F#4 ||| <UNK> ||| 4.99880028793e-06
C4 BAR E3 D3 ||| C3 ||| 0.999530225492
C4 BAR E3 D3 ||| <UNK> ||| 9.99520230289e-06
D4 G3 G#3 BAR ||| A3 ||| 0.999843358396
D4 G3 G#3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 BAR C3 C4 ||| F#3 ||| 0.0769210059936
G3 BAR C3 C4 ||| G3 ||| 0.0769210059936
G3 BAR C3 C4 ||| B-3 ||| 0.0769210059936
G3 BAR C3 C4 ||| G#3 ||| 0.0769210059936
G3 BAR C3 C4 ||| B3 ||| 0.538442426741
G3 BAR C3 C4 ||| D4 ||| 0.0769210059936
G3 BAR C3 C4 ||| <UNK> ||| 7.69202367913e-07
G3 BAR C3 C4 ||| C4 ||| 0.0769210059936
BAR D3 F3 BAR A3 ||| A3 ||| 0.999530225492
BAR D3 F3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
BAR R BAR R B3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR R BAR R B3 BAR ||| C4 ||| 0.999530225492
G#3 BAR A3 B3 ||| C#4 ||| 0.0156250390622
G#3 BAR A3 B3 ||| <UNK> ||| 1.56248828134e-07
G#3 BAR A3 B3 ||| G3 ||| 0.0156250390622
G#3 BAR A3 B3 ||| C4 ||| 0.968742890678
C4 BAR E3 F3 ||| G3 ||| 0.999906009023
C4 BAR E3 F3 ||| <UNK> ||| 1.99980801843e-06
C3 B-2 A2 BAR ||| G#2 ||| 0.999530225492
C3 B-2 A2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 BAR D3 E3 ||| F3 ||| 0.666563349864
BAR A3 BAR D3 E3 ||| F#3 ||| 0.333283341332
BAR A3 BAR D3 E3 ||| <UNK> ||| 3.33280008532e-06
A3 BAR F3 D3 ||| G3 ||| 0.7499708345
A3 BAR F3 D3 ||| E3 ||| 0.2499908337
A3 BAR F3 D3 ||| <UNK> ||| 8.33300001333e-07
C4 BAR R C4 ||| B-3 ||| 0.333283341332
C4 BAR R C4 ||| D4 ||| 0.666563349864
C4 BAR R C4 ||| <UNK> ||| 3.33280008532e-06
A3 BAR D4 D3 ||| G3 ||| 0.999530225492
A3 BAR D4 D3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 F3 C4 ||| C3 ||| 0.666563349864
BAR A3 F3 C4 ||| F3 ||| 0.333283341332
BAR A3 F3 C4 ||| <UNK> ||| 3.33280008532e-06
BAR F4 G4 A4 BAR ||| F4 ||| 0.999530225492
BAR F4 G4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 BAR E3 A3 ||| G3 ||| 0.399963603494
A3 BAR E3 A3 ||| <UNK> ||| 1.99980801843e-06
A3 BAR E3 A3 ||| END ||| 0.199982801651
A3 BAR E3 A3 ||| D3 ||| 0.199982801651
A3 BAR E3 A3 ||| B3 ||| 0.199982801651
E3 BAR D3 A3 ||| B-3 ||| 0.333283341332
E3 BAR D3 A3 ||| G3 ||| 0.333283341332
E3 BAR D3 A3 ||| E3 ||| 0.333283341332
E3 BAR D3 A3 ||| <UNK> ||| 3.33280008532e-06
R F#3 G#3 BAR ||| A3 ||| 0.999765056386
R F#3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR F3 E3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
BAR F3 E3 BAR C3 ||| C4 ||| 0.999530225492
R A3 B3 BAR ||| <UNK> ||| 3.33280008532e-06
R A3 B3 BAR ||| C4 ||| 0.999843358396
G#3 A3 F#3 BAR ||| G3 ||| 0.999906009023
G#3 A3 F#3 BAR ||| <UNK> ||| 1.99980801843e-06
A3 E4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 E4 F4 BAR ||| C4 ||| 0.999530225492
BAR C4 BAR C4 G3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR C4 G3 BAR ||| C4 ||| 0.999530225492
C3 D3 C3 ||| B2 ||| 0.857085514136
C3 D3 C3 ||| C#3 ||| 0.142848776084
C3 D3 C3 ||| <UNK> ||| 1.4284734761e-06
C4 G3 C4 BAR ||| C#4 ||| 0.999765056386
C4 G3 C4 BAR ||| <UNK> ||| 4.99880028793e-06
F4 BAR G4 G3 ||| <UNK> ||| 6.24981250562e-07
F4 BAR G4 G3 ||| A3 ||| 0.0624987500375
F4 BAR G4 G3 ||| G4 ||| 0.0624987500375
F4 BAR G4 G3 ||| C4 ||| 0.874974375769
G4 BAR C4 G3 ||| <UNK> ||| 9.99520230289e-06
G4 BAR C4 G3 ||| C4 ||| 0.999530225492
BAR G3 BAR E3 F3 ||| <UNK> ||| 9.99520230289e-06
BAR G3 BAR E3 F3 ||| C4 ||| 0.999530225492
B-3 A3 G3 ||| A3 ||| 0.277770926109
B-3 A3 G3 ||| F3 ||| 0.666649444904
B-3 A3 G3 ||| E-3 ||| 0.0555546296543
B-3 A3 G3 ||| <UNK> ||| 5.55540741136e-07
D3 E3 BAR A2 ||| F#3 ||| 0.0232557869121
D3 E3 BAR A2 ||| END ||| 0.372089102261
D3 E3 BAR A2 ||| G2 ||| 0.0697668956254
D3 E3 BAR A2 ||| A3 ||| 0.279066884835
D3 E3 BAR A2 ||| A2 ||| 0.0465113412687
D3 E3 BAR A2 ||| B2 ||| 0.0697668956254
D3 E3 BAR A2 ||| R ||| 0.0232557869121
D3 E3 BAR A2 ||| <UNK> ||| 2.32555543566e-07
D3 E3 BAR A2 ||| E3 ||| 0.093022449982
D3 E3 BAR A2 ||| C4 ||| 0.0232557869121
C3 F3 BAR A3 ||| G3 ||| 0.999843358396
C3 F3 BAR A3 ||| <UNK> ||| 3.33280008532e-06
D4 BAR G3 F4 ||| G#3 ||| 0.999530225492
D4 BAR G3 F4 ||| <UNK> ||| 9.99520230289e-06
E3 BAR F#3 E3 ||| D3 ||| 0.999765056386
E3 BAR F#3 E3 ||| <UNK> ||| 4.99880028793e-06
B2 BAR A2 G2 ||| F2 ||| 0.749912510499
B2 BAR A2 G2 ||| F#2 ||| 0.2499725033
B2 BAR A2 G2 ||| <UNK> ||| 2.499700036e-06
F3 BAR F#3 G3 ||| C3 ||| 0.666563349864
F3 BAR F#3 G3 ||| A-3 ||| 0.333283341332
F3 BAR F#3 G3 ||| <UNK> ||| 3.33280008532e-06
BAR A2 G2 F#2 ||| G2 ||| 0.999530225492
BAR A2 G2 F#2 ||| <UNK> ||| 9.99520230289e-06
